,smiles
0,C1=C(Cl)C=CC4=C1C3C2=CC=CC=C2CCN3CC(=O)N4C
1,C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl
2,C1=C(C(=C(C=C1C(NCC(N(CC)CC)=O)=O)OC)OC)OC
3,C1=CC=CC(=C1C2=NCC(N(C3=C2C(=N[N]3C)C)C)=O)F
4,C1=C(C=CC3=C1N(CCCN2CCN(CC2)C)C4=C(S3)C=CC=C4)C(F)(F)F
5,C1=CC=CC2=C1N(C(CO2)=O)CC(N)=O
6,C4=C(C2=C3C(=NC(=NCC1CC1)CN2O)C=CC(=C3)Cl)C=CC=C4
7,C2=C(CC(C(NCC(OCC1=CC=CC=C1)=O)=O)CSC(C)=O)C=CC=C2
8,C1=CC=CC=C1C3(C2=CC=CC=C2)C(N(CO[P](O)(O)=O)C(N3)=O)=O
9,C1=CC(=CC=C1C(C2=NCCN2)(C3=NC=CC=C3)O)Cl
10,C1=CC=CC=C1CC2(C3(C(C)(C)C(C2)CC3)C)OCCN(C)C
11,C1=CC(=CC3=C1[N]2C(=CN=C2C)CN=C3C4=CC=CC=C4Cl)Cl
12,[C@H](CN1C3=C(SC2=C1C=CC=C2)C=CC(=C3)OC)(CN(C)C)C
13,C3=C(OC2C1(NC(=O)C(O1)C)CCCC2)C=CC=C3Cl
14,Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1
15,C2=C(C(C1=CC=CC=C1)[S](CC(N)=O)=O)C=CC=C2
16,C1=CC=CC=C1C3(C2=CC=CC=C2)NC(=O)NC3=O
17,[H+].C2=C1OCC(OC1=C(C=C2)OCC)CNCCCC.[Cl-]
18,C1=C(Cl)C=CC3=C1\C(C2=C(C=CC=C2)S3)=C\C4C5CCN(C4)CC5
19,[C@H](CC1=CC(=C(C=C1)O)O)(C(O)=O)N
20,[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4
21,[C@@]45(C1=C(C=CC(=C1)OC(N3CC2=CC=CC=C2CC3)=O)N([C@H]4N(C)CC5)C)C
22,C1=CC(=CC2=C1[N](C4=C2CN(CCCC(C3=CC=C(C=C3)F)O)CC4)C5=CC=C(F)C=C5)F
23,C1=C(O)C=CC4=C1C35C(C(N(CCC2=CC=CC=C2)CC3)C4)CCCC5
24,C1=CC(=CC=C1OCC(COC(N)=O)O)Cl
25,C2=C(C1C(NCCN1)=O)SC=C2
26,C3=C(C(SC(/CCOC(C1=CC=CC=C1)=O)=C(N(CC2=C(N=C(N=C2)C)N)C=O)/C)=O)C=CC=C3
27,C3=C(C1=CCN(CCC)CC1)C2=CC(=CC=C2[NH]3)Cl
