,smiles
0,C1=C(Cl)C=CC4=C1C3C2=CC=CC=C2CCN3CC(=O)N4C
1,C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl
2,C1=CC=CC2=C1N(C(CO2)=O)CC(N)=O
3,C2=C(C(C1=CC=CC=C1)[S](CC(N)=O)=O)C=CC=C2
4,C1=CC=CC=C1C3(C2=CC=CC=C2)NC(=O)NC3=O
5,C1=CC(=CC=C1OCC(COC(N)=O)O)Cl
6,C(C1(C(NC(=O)NC1=O)=O)C(=C/CC)/C)C
7,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34
8,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
9,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(=C)Br
10,C(C(C(CC)C)(COC(N)=O)C)OC(N)=O
11,C1=CC=CC=C1C2(N(C(=O)NC2=O)C)CC
12,CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23
13,C1=CC=CC=C1C3(CC2CCCCN2)C(NC(=O)NC3=O)=O
14,CCC1(C)CC(=O)NC1=O
15,C1=C(Br)C=CC3=C1C2(N(CCO2)CC(=O)N3)C4=C(C=CC=C4)F
16,[C@H]13[C@H]([C@H]2C[C@@H]1CC2)C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5.C(C(O)(C(=O)O)CC(=O)O)C(=O)O
17,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5
18,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2
19,C1=C(Cl)C=CC2=C1C(N(CC(=O)N2C)C(N)=O)C3=CC=CC=C3
20,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O
21,NC(N)=O
22,C(C(C1CCCCC1)OC(N)=O)C
23,Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O
24,[C@H](N1C3=C(SC2=C1C=CC=C2)C=CC(=C3)C(=O)NCCC)(CN4CCCC4)C
25,CCC1(C(=O)NCNC1=O)c2ccccc2
26,[Ca++].NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1
27,C1=C(Cl)C=CC2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F
28,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
29,OCCOC(=O)NCc1ccccc1
30,C1=CC=CC3=C1C(C2=C(C=CC=C2)C=C3)C(N)=O
