,smiles
0,C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl
1,C3=C(OC2C1(NC(=O)C(O1)C)CCCC2)C=CC=C3Cl
2,[H+].C2=C1OCC(OC1=C(C=C2)OCC)CNCCCC.[Cl-]
3,C[S](O)(=O)=O.Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1
4,C(C(CCCC)CC)NC(CC(C)O)=O
5,[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4
6,C1=CC(=CC2=C1[N](C4=C2CN(CCCC(C3=CC=C(C=C3)F)O)CC4)C5=CC=C(F)C=C5)F
7,C1=C(O)C=CC4=C1C35C(C(N(CCC2=CC=CC=C2)CC3)C4)CCCC5
8,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
9,NC(=O)OC1(CCCCC1)C#C
10,[C@@H]45C(N(CCCCN3CCN(C1=NSC2=C1C=CC=C2)CC3)C([C@@H]4CCCC5)=O)=O
11,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC=C)c2c1
12,CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23
13,C1N(CCN(C1)c1cc(ccn1)C(F)(F)F)CCCCN1C(CCC1)=O
14,C1=CC=CC=C1C3(CC2CCCCN2)C(NC(=O)NC3=O)=O
15,C1=C(C(F)(F)F)C=CC(=C1)C(=N/OCCN)/CCCCOC.O=C(O)\C=C/C(=O)O
16,[C@]235[C@]([C@H](N(CC1CCC1)CC2)CC4=C3C=C(O)C=C4)(CCCC5)O
17,[C@]134[C@@H]([C@H](CC2=C1C=C(C)C=C2)N(C)CC3)CCCC4
18,[C@H]13[C@H]([C@H]2C[C@@H]1CC2)C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5.C(C(O)(C(=O)O)CC(=O)O)C(=O)O
19,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2
20,OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F
21,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ncn2)=O
22,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](C(COC(COC(CCCCCCCCCCCCCCCCC)=O)=O)=O)(O)CC4)C
23,[C@]1([C@]2(C3=C(C[C@@H]1N(CC2)C)C=CC(=C3)O)C)(CCC(=O)CCCCC)C
24,C(C(C1CCCCC1)OC(N)=O)C
25,[C@H](N1C3=C(SC2=C1C=CC=C2)C=CC(=C3)C(=O)NCCC)(CN4CCCC4)C
26,C2=C(C1=CC=CC=C1)ON=C2C(CN3CCCCC3)O
27,N1(Cc2cccc(OCCCNc3ccccn3)c2)CCCCC1
28,CCCC(C)CC
29,C2=C(C1(CCCCC1)NCC)C=CC=C2
30,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
31,CCCCCC(=O)OCC(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C
32,CC(C(C1CCCCC1)O)C
33,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(C=C2)F)=O)CC3)OC(CCCCCCCCC)=O)Cl
34,[C@H]3(CCCC1=C2C(=NC=C1)C=CC(=C2)OC)[C@@H](CNCC3)C=C
35,C1=CC=NC(=N1)N3CCN(CCCC[N]2C=C(Cl)C=N2)CC3
36,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2
37,[C@@H]1(NCCCC1)[C@@H]2OC(OC2)(C3=CC=CC=C3)C4=CC=CC=C4
38,C3=C(CN2CCN(C1=C(OC(C)C)C=CC=C1)CC2)C=CC=C3C(=O)N4CCCCC4.C(C(=O)O)CC(=O)O
39,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1
40,C1=C3C(=CC=C1\C=C\C(N2CCCCC2)=O)OCO3
41,C2=C(C(C1CCCCC1)CCN(C)C)C=CC=C2
42,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(CCCCCC)=O)CC4
43,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F
44,[N]14C3=C(C2=C1C=CC(=C2)C)CCCC3NCC4.[H+].[Cl-]
45,C2=C(C1(C(N(C(=O)N(C1=O)CC(COCCCC)OC(N)=O)CC(COCCCC)OC(N)=O)=O)CC)C=CC=C2
46,C1=CC=CC4=C1N(CCCN3CCC(N2CCCCC2)(CC3)C(N)=O)C5=C(CC4)C=CC=C5
47,C1=C(C(C(CCCCC)C)C)C=C(C2=C1OC(C3=C2CC(C)CC3)(C)C)OC(CCCN4CCCCCC4)=O
48,CNCCCC12CCC(c3ccccc13)c4ccccc24
49,C1=CC=CC2=C1C(=C3C(=N2)CCCC3O)N
50,CN(C(C)CC1=CC=CC=C1)C
51,[C@]135[C@@]4([C@@H](CC2=C1C(=C(C=C2)O)O[C@H]3C(=O)C=C4)N(C)CC5)NCCCCC
52,[C@H](O)(/C=C/C1=C(C3=C(OC12CCCC2)C=CC=C3)C4=CC=C(F)C=C4)C[C@H](O)CC(OCC)=O
53,C1=C4C(=CC=C1OCCCCN3CCN(C2=CC=CC(=C2Cl)Cl)CC3)CCC(N4)=O
54,C(C)CCC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO
55,c1cn(CCCCC)c(C)c(O)c1=O
56,CC14CCC(=O)C=C1CCC5C3CCC(O)(C(=O)COC(=O)CCC2CCCC2)C3(C)CC(O)C45
57,CCCCCN1C=CC(=O)C(=C1C)O
58,c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](C[N@@](C)CC1)CN1CCCC1
59,C1=C(C(=CC=C1C(/CCCCC)=N\OCCN)C)N
60,CCCCCC
61,[H+].C1=CC=CC2=C1[S](=O)(=O)N(C2=O)CCCCN4CCN(C3=NC=CC=N3)CC4.[Cl-]
62,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4
63,[C@]134[C@@H]([C@H](CC2=C1C=C(O)C=C2)N(C)CC3)CCCC4
64,NC(=O)OC1(CCCCC1)CC#C
65,C1=CC(=CC=C1C(CCCN3CCC(N2CCCCC2)(CC3)C(CC)=O)=O)F
66,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
67,N1(Cc2cc(OCCCNc3nccs3)ccc2)CCCCC1
68,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34
69,C1=CC=CC4=C1N(C3CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)C(N4)=S
70,C1N(C(CC2CCCCC12)C(NC(C)(C)C)=O)CC(C(Cc1ccccc1)NC(C(NC(c1nc2c(cccc2)cc1)=O)CC(N)=O)=O)O
71,C2=C(\C(NCCCC)=C\1C=C(Cl)C=CC1=O)C(=CC=C2)Cl
72,[C@@]4(OC(=O)CCCC)(C3(C(C2C(C1(C(=CC(=O)C=C1)C(F)C2)C)C(O)C3)CC4)C)C(=O)CO
73,[C@H]1([C@](O)(CCCC1)C2=CC(=CC=C2)OC)CN(C)C.[H+].[Cl-]
74,C1=CC(=CC=C1N2C4(C(NC2)=O)CCN(CCCC(C3=CC=C(F)C=C3)=O)CC4)F
75,C(C1CCCCC1)CC(OCCN(C)C)=O
76,C5=C(C(CN1C2C4C(CC1)(C3=C(C2)C=CC(=C3)O)CCCC4)=O)C=CC=C5
77,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1
78,CNC1(CCCCC1=O)c2ccccc2Cl
79,C4=C(N3CCN(CCCCN2C(C1=C(C=CC=C1)NC2=O)=O)CC3)C(=CC=C4)SCCC
80,C3=C(N2CCN(CCCC(C1=CC=C(F)C=C1)O)CC2)C(=CC=C3)OC
81,N#Cc5ccc4Oc1ccccc1C2=C(CCN(CC2)CC3CCCC3)c4c5
82,CCCCCCC
83,[C@]2(OC1=C(C(=C(C(=C1CC2)C)O)C)C)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C
84,C4=C(C(C(=O)N1CCCC1)(C2=CC=CC=C2)C(CN3CCOCC3)C)C=CC=C4
85,C1=NC2=C([N]1CC(C)=O)C(N(CCCC)C(N2CCCC)=O)=O
86,C1=C(Cl)C=CC5=C1N(CCCN4CCC3(N2C(CCCC2)NC3=O)CC4)C6=C(CC5)C=CC=C6
87,NCC1(CCCCC1)CC(O)=O
88,C1=CC(=CC2=C1C(C3=C(N(C)[S]2(=O)=O)C=CC=C3)NCCCCCCC(O)=O)Cl
89,c1(ccc(cc1)C(F)(F)F)CC(N1[C@@H](CCCC1)CN1CCCC1)=O
90,C3=C(N2CCN(CCCC(C1=CC=C(F)C=C1)=O)CC2)N=CC4=CC=CC=C34
91,C1=C(Cl)C=CC2=C1C(=NCC(=O)N2)C3=CCCCC3
92,C1=CC(=CC=C1C(C2(CCCCC2)O)CN(C)C)OC
93,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)CN1CCCC1)=O
94,C3=C(C(C2CCN(CCCC(C1=CC=C(F)C=C1)=O)CC2)=O)C=CC(=C3)Cl
95,CCCCC
96,C1=CC=CC2=C1C4=C([NH]2)CN3CCN(CC3C4)CCCC(C5=CC=C(C=C5)F)=O
97,C1=CC=CC=C1C2(C(N(CC)C)=O)CCN(CCCCCC)CC2
98,C2=C(C1(OCCN(CC)CC)CCCCC1)C=CC(=C2)Cl
99,C1CCCCC1
100,[C@H]4(CC3C2=C1C(=C[N](C1=CC=C2)C(C)C)CC3N(C4)C)C(NC5CCCCC5)=O
101,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C([C@@H](C(CC1)OC(C)=O)Br)[C@@H](C2)Br)C)CC3)CC[C@@H]4[C@@H](CCCC(C)C)C)C
102,OCCCN4CCN(CCCC2c1ccccc1Sc3ccc(Cl)cc23)CC4
103,C1=CC=CC=C1N2C5(C(NC2)=O)CCN(CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)CC5
104,C4=C(N3CCN(CCCCN1C(C2C(C(C1=O)C(=O)N(C2=O)CCCC)(C)C)=O)CC3)C(=CC=C4)OC
105,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC6(O5)CCCC6)C)C(COC(C)=O)=O
106,C(OC1=NSN=C1C2=CCCN(C2)C)CCCCC
107,C2=C(C(C(N1CCCC1)CCC)=O)C=CC(=C2)C
108,C1=C(SC2=C1C(=NCC3=NN=C([N]23)C4CCCCC4)C5=CC=CC=C5Cl)Br
109,C1=C(OC)C=CC2=NC=CC(=C12)CCCC3C(CNCC3)C=C
110,CCCC(C)C
111,[C@@]12(C3=C(N(C)[C@H]1N(C)CC2)C=CC(=C3)OC(NCCCCCCC)=O)C
112,Nc1c2CCCCc2nc3ccccc13
113,CSC(=O)C3(O)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C
114,C1=CC=CC=C1C(CN2CCCC2)OCCC(C)C
115,[C@@]45([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)C[C@H]4O[C@H](O5)C6CCCCC6)C)C(COC(C(C)C)=O)=O
116,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OC)CN1CCCC1)=O
117,C1=CC=CC3=C1C2=C(CCCCCC2)[N]3CCCN(C)C
118,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)=O
119,CC1CCCC1
120,C1=C([S](N(C)C)(=O)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCC(CCOC(CCCCCCCCCCCCCCC)=O)CC4
121,[C@@H](C(NCC(N(C1=CC=C(C=C1C(C2=CC=CC=C2)=O)Cl)C)=O)=O)(CCCCN)N
122,C1=NC(=NC=C1)N4CCN(CCCCN2C(CC3(CC2=O)CCCC3)=O)CC4
123,C1=C(C(N)=O)C=C(C(=C1OC)OCCCCCCCCCC)OC
124,c1ccc2N([C@H](CN3CCCC3)C)c3c(ccc(C(=O)NCCC)c3)Sc2c1
125,O1CCCCC1C(=O)N
126,c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CN(CC1)C(=O)C)=O
127,c1cc(ccc1CCCC(OC(C)(C)C)=O)N(CCCl)CCCl
128,[H+].C1=CC=NC(=N1)N2CCN(CC2)CCCCN3C(=O)CC(CC3=O)(C)C.[Cl-]
129,C1=C(C3=C(N=C1N2CCN(CC)CC2)CCCCCC3)C4=CC=C(F)C=C4
130,CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C
131,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3
132,C1=C(Cl)C=CC4=C1N(CCCN3CCC(N2CCCCC2)(CC3)C(N)=O)C5=C(CC4)C=CC=C5
133,C1=C(SC=C1)C2(C(CCCC2)=O)NCC
134,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)scc2)CN1CCCC1)=O
135,Cc1ccc(cc1)C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2
136,C2=C(C(C1=CC=CC=C1)(C(CCCCC)N)O)C=CC=C2
137,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4
138,CN1CCCC(C1)CN2c3ccccc3Sc4ccccc24
139,CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1
140,N1(Cc2cc(OCCCNc3oc4ccccc4n3)ccc2)CCCCC1
141,[H+].C2=C(CC1=CC=CC=C1)C(=CC=C2)OCCCCNC.[Cl-]
142,C(C1(C(NC(=O)NC1=O)=O)CCCC)COC(N)=O
143,C1=CC=CC2=C1OC(CNCCCC)CO2
144,O=C1N(CCC1)CCCCN2CCN(CC2)c3cc(C(F)(F)F)ccn3
145,C1=CC(=CC=C1C3(CCN(CCCC(C2=CC=C(C=C2)F)=O)CC3)OC(CCCCCCCCC)=O)Br
146,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OCC)CN1CCCC1)=O
147,c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](c2c(CC1)cccc2)CN1CCCC1)=O
148,[C@@H]1(C[C@H]3[C@H]2[C@@]1(O[C@H](O[C@H]2OC)[C@@H]3C)CN4CCCCC4)O
149,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CC(CC1)(C)C)=O
150,S=C(NC1CCCCC1)N2CCC(CC2)c3[nH]cnc3
151,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O
152,C1=C(C(=CC=C1C3(CCN(CCCC(C2=CC=C(F)C=C2)=O)CC3)O)Cl)C(F)(F)F
153,C(C1CCCCC1)NN
154,c1ccc(C(NCCCOc2cc(CN3CCCCC3)ccc2)=O)cc1
155,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3
