,smiles
0,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O
1,C2=C(CC(C(NCC(OCC1=CC=CC=C1)=O)=O)CSC(C)=O)C=CC=C2
2,C1=CC=CC=C1CC2(C3(C(C)(C)C(C2)CC3)C)OCCN(C)C
3,[H+].C2=C1OCC(OC1=C(C=C2)OCC)CNCCCC.[Cl-]
4,C(C(CCCC)CC)NC(CC(C)O)=O
5,[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4
6,C1=C(O)C=CC4=C1C35C(C(N(CCC2=CC=CC=C2)CC3)C4)CCCC5
7,C1=CC(=CC=C1OCC(COC(N)=O)O)Cl
8,C1=C(C(=CC(=C1)Cl)Cl)OCCCN(CC#C)C
9,CCCO
10,C3=C(C(SC(/CCOC(C1=CC=CC=C1)=O)=C(N(CC2=C(N=C(N=C2)C)N)C=O)/C)=O)C=CC=C3
11,CCOC(=O)c1cncn1C(C)c2ccccc2
12,C3=C(C2(C(N(CN1CCOCC1)C(C2)=O)=O)C)C=CC=C3
13,CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34
14,[C@@H](/C=C/C1=C(N=C(C(=C1C2=CC=C(C=C2)F)COC)C(C)C)C(C)C)(C[C@H](CC(O)=O)O)O
15,[C@@H]3(C1=CC=C(Cl)C=C1)[C@H]2CC[C@@H](C2)C34CCC(=N4)N5CCOCC5
16,C1=C(C=C(C=C1OCC2CNC(O2)=O)C)C
17,C(C(Cl)(Cl)Cl)OC(OCC(Cl)(Cl)Cl)=O
18,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(C)=O)CC4
19,C1=C(C(F)(F)F)C=CC(=C1)C(=N/OCCN)/CCCCOC.O=C(O)\C=C/C(=O)O
20,C1=C(O)C=CC4=C1C3(C(C(N(CC2CC2)CC3)C4)(C)C)CC
21,[C@]235[C@]([C@H](N(CC1CCC1)CC2)CC4=C3C=C(O)C=C4)(CCCC5)O
22,CCOCC
23,C1=C(Br)C=CC3=C1C2(N(CCO2)CC(=O)N3)C4=C(C=CC=C4)F
24,[C@@]4(O)(C3(C(C2C(C1(C(=CC(=O)CC1)C=C2)C)C(O)C3)CC4=C)C)C(=O)CO
25,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O
