,smiles
0,C2=C(\C(NCCCC(=O)N)=C/1C=C(F)C=CC1=O)C=CC(=C2)Cl
1,C1=C(C=CC3=C1N(CCCN2CCN(CC2)C)C4=C(S3)C=CC=C4)C(F)(F)F
2,[C@@H]23[C@H]([C@H]1[C@]([C@](C(CSC(C(C)(C)C)=O)=O)(O)CC1)(C)C[C@@H]2O)CCC4=CC(=O)CC[C@]34C
3,CCC(C)=O
4,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O
5,C1=C(OC)C(=CC3=C1C2N(CC(CC(C)C)C(C2)=O)CC3)OC
6,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
7,[C@@]13([C@@H]2C(=C[C@@H]1OC(CC(C)C)=O)C(=CO[C@H]2OC(CC(C)C)=O)COC(C)=O)CO3
8,C3=C(OC2C1(NC(=O)C(O1)C)CCCC2)C=CC=C3Cl
9,[H+].C2=C1OCC(OC1=C(C=C2)OCC)CNCCCC.[Cl-]
10,C[S](O)(=O)=O.Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1
11,C(C(CCCC)CC)NC(CC(C)O)=O
12,[C@]24(C[C@@H]([C@@H](N(C(CC1=CC(=C(Cl)C=C1)Cl)=O)C)CC2)N3CCCC3)CCCO4
13,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3
14,C1=CC(=CC2=C1[N](C4=C2CN(CCCC(C3=CC=C(C=C3)F)O)CC4)C5=CC=C(F)C=C5)F
15,C1=C(O)C=CC4=C1C35C(C(N(CCC2=CC=CC=C2)CC3)C4)CCCC5
16,C1=C(C(=CC(=C1)Cl)Cl)OCCCN(CC#C)C
17,CCCO
18,C3=C(C1=CCN(CCC)CC1)C2=CC(=CC=C2[NH]3)Cl
19,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34
20,CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34
21,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
22,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4.O[S](O)(=O)=O
23,NC(=O)OC1(CCCCC1)C#C
24,[C@]34([C@H]([C@H]2C([C@@]1(C(=CC(C(=C1)Br)=O)[C@@H](C2)F)C)([C@H](C3)O)F)CCC4(C(=O)CO)O)C
25,[C@@H](/C=C/C1=C(N=C(C(=C1C2=CC=C(C=C2)F)COC)C(C)C)C(C)C)(C[C@H](CC(O)=O)O)O
26,[C@@H]3(C1=CC=C(Cl)C=C1)[C@H]2CC[C@@H](C2)C34CCC(=N4)N5CCOCC5
27,[C@]2(C1=CC(=CC=C1)O)([C@H](CN(C)CC2)C)CCC
28,COC(=O)C1=CCCN(C)C1
29,[C@@H]45C(N(CCCCN3CCN(C1=NSC2=C1C=CC=C2)CC3)C([C@@H]4CCCC5)=O)=O
30,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC=C)c2c1
31,CNCCCC2(C)C(=O)N(c1ccccc1)c3ccccc23
32,C1N(CCN(C1)c1cc(ccn1)C(F)(F)F)CCCCN1C(CCC1)=O
